gene_id,Old-1,Old-2,Old-3,Young-1,Young-2,Young-3
RNU6-18P,0,0,0,0,0,0
LOC102724078,1,35,15,16,0,0
CHRNA7,40,16,1,25,4,0
LOC124903441,0,0,0,0,0,0
LOC124900362,0,0,0,0,0,0
DEPDC1P1,0,0,0,0,0,0
OTUD7A,11,9,24,5,0,0
LOC400347,0,0,0,0,0,0
UBE2CP4,0,0,0,0,0,0
LOC105370939,0,0,0,0,0,0
KLF13,0,0,0,0,0,0
LINC03034,0,0,0,0,0,0
LOC107984092,0,0,0,0,0,0
LINC02352,0,0,0,0,0,0
LOC107984779,0,0,0,0,0,0
MIR211,0,0,0,1,0,0
LOC105370752,0,0,0,0,0,0
TRPM1,0,0,0,0,0,0
RNU6-466P,0,0,0,0,0,0
MTMR10,0,69,0,111,0,1
FAN1,0,1,29,0,0,0
LOC388104,0,0,0,0,0,0
LOC100629121,0,0,0,0,0,0
HERC2P10,0,0,0,0,0,0
LOC124903453,0,0,0,0,0,0
LOC124900565,0,0,0,0,0,0
RN7SL82P,0,0,0,0,0,0
LOC124905372,0,0,0,0,0,1
LOC101930434,0,0,0,0,0,1
LOC100288637,0,0,0,0,0,0
ARHGAP11B,0,1,0,0,0,0
RN7SL628P,0,0,2,0,0,0
GOLGA8H,2,4,113,38,5,0
ARHGAP11B-DT,0,0,0,0,14,0
LOC124900357,0,0,0,0,0,0
ULK4P1,0,3,0,4,1,0
DNM1P29,0,0,0,0,0,0
RN7SL196P,0,0,0,0,0,1
LOC100288482,0,0,0,0,0,0
GOLGA8R,0,0,0,0,0,0
LOC105376704,9,1,1,8,6,10
MPHOSPH10P3,1,0,2,3,0,0
LOC124903452,0,0,0,0,0,0
RN7SL796P,0,0,0,0,0,0
GOLGA8Q,0,0,0,0,0,6
DNM1P50,0,0,0,0,0,0
ULK4P2,20,0,0,0,54,0
LOC124900358,0,0,0,0,0,0
LOC105370751,0,2,0,51,0,0
CHRFAM7A,13,11,8,3,0,0
RNU6-17P,0,0,0,0,0,0
LOC728424,0,0,0,0,0,0
LINC02249,0,0,0,0,0,0
LOC105370747,0,0,0,0,0,0
LOC105370746,0,0,0,0,0,0
DNM1P30,0,0,0,0,0,0
RN7SL469P,0,0,0,0,0,0
LOC101929922,0,0,0,0,0,0
GOLGA8T,0,0,0,0,0,0
LOC124900359,0,0,0,0,0,0
ULK4P3,10,78,0,0,6,2
DNM1P28,0,0,0,0,0,0
RN7SL673P,0,0,0,0,0,0
GOLGA8J,0,0,0,0,0,0
SYNGR2P1,0,0,0,0,0,0
NCAPGP2,0,0,0,0,0,0
HMGN2P5,32,78,11,43,237,123
TJP1,664,514,903,337,199,76
LOC105370743,0,0,0,0,0,0
LOC100130111,0,0,0,0,0,0
TUBBP8,0,0,0,0,0,0
NSMCE3,0,0,0,0,0,0
LOC100420707,19,0,1,1,3,0
FAM189A1,6,0,0,5,27,7
APBA2,3,8,38,0,10,0
PDCD6IPP2,1399,494,1595,194,184,131
LOC100289656,0,0,0,0,0,0
LOC100996670,0,0,0,0,0,0
WHAMMP2,0,0,0,0,0,0
RN7SL719P,0,0,0,0,0,0
LOC107984746,0,0,0,0,0,0
GOLGA8M,0,0,0,0,0,0
LOC100419574,0,0,0,0,0,0
HERC2P9,0,0,0,0,0,0
LOC124903450,1,1,5,0,1,0
HERC2P11,0,1,1,0,0,0
LOC105369220,0,0,0,0,0,0
LOC100132202,0,0,0,0,0,0
MPHOSPH10P8,0,0,0,0,0,0
GOLGA8G,0,0,0,0,0,0
ABCB10P4,0,0,0,0,0,0
MIR4509-3,0,0,0,0,0,0
LOC101059997,0,0,0,0,0,0
MIR4509-2,0,0,0,0,0,0
ABCB10P3,0,0,0,0,0,2
RN7SL238P,0,0,0,0,0,0
GOLGA8F,0,0,0,0,0,0
MPHOSPH10P7,0,0,0,0,0,0
GOLGA6L22,0,0,0,0,0,0
LOC101060587,0,0,0,0,0,0
HERC2P1,3,3,3,1,0,1
LOC124905371,0,0,0,0,0,0
RPL41P2,4,1,3,1,1,0
HERC2,101,256,245,109,91,83
RPL5P32,0,0,0,0,0,0
OCA2,1,92,106,29,2,0
LOC100421667,0,0,0,0,0,0
MIR4509-1,0,0,0,0,0,0
ABCB10P1,0,0,0,0,0,0
RN7SL106P,0,0,0,0,0,0
GOLGA8DP,0,0,0,0,0,0
MPHOSPH10P5,0,0,0,0,0,0
GOLGA6L1,0,0,0,0,0,0
LOC101060118,0,0,0,0,0,0
ELMO2P1,0,0,0,0,0,1
TUBGCP5,70,0,17,85,0,0
PRB1,0,0,0,0,0,0
PRB4,0,0,0,0,0,0
PRB3,0,0,0,0,0,0
LOC100420583,0,0,0,0,0,0
LOC107987435,0,0,0,0,0,0
TAS2R42,0,0,0,0,0,0
TAS2R67P,0,0,0,0,0,0
SMIM10L1,9,0,0,0,0,0
TAS2R18P,0,0,0,0,0,0
TAS2R30,0,0,0,0,0,0
TAS2R45,0,0,0,0,0,0
TAS2R68P,0,0,0,0,0,0
TAS2R46,0,0,0,0,0,0
TAS2R63P,0,0,0,0,0,0
TAS2R31,0,0,0,0,0,0
TAS2R19,0,0,0,0,0,0
TAS2R20,0,0,0,0,0,0
TAS2R50,0,0,0,0,0,0
TAS2R15P,0,0,0,0,0,0
TAS2R14,0,0,0,0,0,0
PRH1-TAS2R14,0,0,0,0,0,0
PRH2,0,0,0,0,0,0
TAS2R13,0,0,0,0,0,0
TAS2R12P,0,0,0,0,0,0
PRH1,0,0,0,0,0,0
PRR4,0,0,0,0,0,0
PRH1-PRR4,0,0,0,0,0,0
LOC100420580,0,0,0,0,0,0
TAS2R10,0,0,0,0,0,0
TAS2R9,0,0,0,0,0,0
TAS2R8,0,0,0,0,0,0
TAS2R7,0,0,0,0,0,0
IFITM10,0,0,0,0,0,0
KRTAP5-6,0,0,0,0,0,0
LINC02708,0,0,0,0,0,0
LOC124905370,0,0,0,0,0,0
FAM99B,0,0,0,0,0,0
FAM99A,0,0,0,0,0,0
KRTAP5-5,0,0,0,0,0,0
KRTAP5-4,0,0,0,0,0,0
KRTAP5-3,0,0,0,0,0,0
KRTAP5-2,0,0,0,0,0,0
KRTAP5-1,0,0,0,0,0,0
KRTAP5-AS1,0,0,0,0,0,0
DUSP8,0,0,0,0,0,0
LOC105379586,0,0,0,0,0,0
LOC105377775,0,0,0,0,0,0
LOC105379627,0,0,0,0,0,0
FAM20C,0,0,0,0,0,0
LOC105375115,0,0,0,0,0,0
LINC03014,0,0,0,0,0,0
LINC03015,0,0,0,0,0,0
LOC105375114,0,0,0,0,0,0
LOC101929756,0,0,0,0,0,0
LOC105375113,0,0,0,0,0,0
LOC105375112,0,0,0,0,0,0
LOC102723872,0,0,0,0,0,0
RNU1-79P,0,0,0,0,0,0
LOC107987429,0,0,0,0,0,0
LOC124905367,0,0,0,0,0,0
ABCF1-DT,0,0,0,0,0,0
HCG4P5,0,0,0,0,0,0
LOC124905366,6,0,1,5,7,0
LOC107987427,0,0,0,0,0,0
LOC124905365,0,0,0,0,0,0
LOC105375006,0,0,0,0,0,0
TRA-CGC5-1,0,0,0,0,0,0
TRA-CGC2-1,0,0,0,0,0,0
TRA-AGC4-1,0,0,0,0,0,0
LINC00533,0,0,0,0,0,0
TRT-CGT3-1,0,0,0,0,0,0
TRA-TGC2-1,0,0,0,0,0,0
TRA-TGC9-1,0,0,0,0,0,0
LOC105374996,0,0,0,0,0,0
TRA-AGC3-1,0,0,0,0,0,0
TRS-GCT4-1,0,0,0,0,0,0
TRQ-TTG2-1,0,0,0,0,0,0
ZBED9,74,0,0,0,0,0
TRR-TCG5-1,0,0,0,0,0,0
LOC107986586,0,0,0,0,0,0
TRI-TAT3-1,0,0,0,0,0,0
GPX5,0,0,0,0,0,0
GPX6,0,0,0,0,0,0
PROP1,0,0,0,0,0,0
SUDS3P1,6,9,5,1,6,1
LOC100128340,0,42,0,0,0,0
LOC124901146,0,0,0,0,0,0
LOC728554,1,0,2,1,0,0
MCCC2,397,8,765,271,401,410
LOC124900999,0,0,0,0,0,0
HMGN1P12,0,0,0,0,0,0
LOC100419852,0,0,0,0,0,0
BDP1,361,297,483,4,304,155
LOC107987420,0,0,0,0,0,0
PMCHL2,0,0,0,0,0,0
LOC105379025,0,0,0,0,0,0
LINC02197,0,0,0,0,0,0
LOC441081,0,0,0,0,0,0
GUSBP17,0,0,0,0,0,0
LOC107987433,0,0,0,0,0,0
LOC728452,0,0,0,0,0,0
GUSBP9,0,0,0,0,0,0
CDH12P4,0,0,0,0,0,0
NAIPP4,0,0,0,0,0,0
GTF2H2,2,0,0,1,0,0
NAIPP1,6,0,38,0,0,0
NAIP,13,0,0,0,0,0
SMN1,13,6,26,36,1,0
SERF1A,13,9,12,3,5,20
CDH12P3,0,0,0,0,0,0
NAIPP2,0,1,0,0,0,0
SMN2,4,1,10,13,0,1
SERF1B,13,5,15,13,1,7
CDH12P2,0,0,0,0,0,0
LOC105369228,0,0,0,0,0,0
LOC105379023,0,0,0,0,0,0
LOC112268330,0,0,0,0,0,0
LOC728506,0,1,0,0,0,0
GUSBP15,1,0,0,2,0,1
LOC105379623,0,0,0,0,0,0
RARRES2P4,0,0,0,0,0,0
FRG2,0,0,0,0,0,0
DUX4L9,0,0,0,0,0,0
RNA5SP175,0,0,0,0,0,0
RNA5SP174,0,0,0,0,0,0
TUBB7P,4,8,4,1,0,0
MLLT10P2,0,0,0,0,0,0
FRG1,23,41,88,6,0,37
LOC124905369,0,0,0,0,0,0
LINC01881,32,163,343,4,194,11
LINC01880,0,0,0,0,0,0
LOC105373980,0,0,0,0,0,0
LOC285097,0,0,0,0,0,0
LINC01238,0,0,0,0,0,0
LINC01237,0,0,0,0,0,0
LOC124905368,0,0,0,0,0,0
IGKV1OR2-118,0,0,0,0,0,0
LOC101926946,0,0,0,0,0,0
LOC105374866,9,0,0,0,0,0
OR2G6,0,0,0,0,0,0
OR2AS2P,0,0,0,0,0,0
OR2T5,0,0,2,0,0,0
OR2T3,0,0,0,0,0,0
LOC105373279,0,0,0,0,0,0
OR2T2,0,0,0,0,0,0
OR2T7,0,0,0,0,0,0
OR2T1,0,0,0,0,0,0
OR2T6,0,0,0,0,0,0
OR2T4,49,59,308,87,104,26
TBX22,0,0,0,0,0,0
LOC124900587,0,0,0,4,0,0
APOBEC3A_B,0,0,0,0,0,0
LOC105373032,0,0,0,0,0,0
NCF4,0,0,0,0,0,0
NCF4-AS1,0,0,0,0,0,0
PVALB,0,0,0,0,0,0
NDUFA9P1,0,0,0,0,0,0
RPL41P3,4,1,2,2,0,0
RBFOX2,97,5,19,50,9,13
APOL5,0,0,0,0,0,0
MRPS16P3,0,0,0,0,0,0
CABIN1,121,79,734,886,38,12
LOC105372959,0,0,0,0,0,0
GSTTP2,0,0,0,0,0,0
GSTT1,0,0,0,0,0,0
GSTT1-AS1,0,0,0,0,0,0
LOC391322,0,0,0,0,0,0
LOC100420769,0,0,0,0,0,0
EIF4EBP1P2,0,0,0,0,0,0
MTND1P13,0,0,0,0,0,0
GSTT4,0,0,0,0,0,0
GSTT2,0,0,0,0,0,0
DDT,0,0,0,0,0,0
DDTL,0,0,0,0,0,0
GSTT2B,0,0,0,0,0,0
LOC100652871,0,0,0,0,0,0
LOC100129358,0,0,0,0,0,0
MIF,0,0,0,0,0,0
MIF-AS1,0,0,0,0,0,0
RN7SL268P,0,0,0,0,0,0
SLC2A11,0,0,1,0,0,0
DERL3,0,0,0,0,0,0
SMARCB1,0,0,0,0,0,0
MMP11,0,0,0,0,0,0
LOC107985577,0,0,0,0,0,0
CHCHD10,0,0,0,0,0,0
C22orf15,0,0,0,0,0,0
LOC648771,16,28,30,24,41,15
LINC02557,0,0,0,0,0,0
LOC124905361,0,0,6,0,2,0
FAM230I,0,0,0,0,0,0
LINC01659,0,0,0,0,0,0
LOC107985555,0,0,0,0,0,0
ZDHHC8P1,0,0,0,0,0,0
CES5AP1,0,0,0,0,0,0
LL22NC03-63E9.3,0,0,0,0,0,0
PRAME,0,0,0,0,0,0
LOC105379601,0,0,0,0,0,0
LOC124905161,0,0,0,0,0,0
ZNF280A,0,0,0,0,0,0
LOC105379602,0,0,0,0,0,0
ZNF280B,1,1,0,0,0,0
LOC100736412,0,0,0,0,0,0
LOC105379603,0,0,0,0,0,0
IGLV5-37,0,0,0,0,0,0
LOC105379604,0,0,0,0,0,0
LOC102725003,0,0,0,0,0,0
LOC105379605,0,0,0,0,0,0
IGLV5-39,0,0,0,0,0,0
IGLV7-43,0,0,0,0,0,0
LOC102724999,0,0,0,0,0,0
IGLV5-45,0,0,0,0,0,0
SNORD159,0,0,0,0,0,0
LSS,97,119,193,243,237,0
SPATC1L,0,0,0,0,0,0
FTCD-AS1,0,0,0,0,0,0
FTCD,216,130,177,254,4,43
GART,237,0,287,0,92,0
DNAJC28,0,1,1,0,0,0
RPS5P3,0,0,0,0,0,0
TMEM50B,52,12,67,117,1,198
IFNGR2,111,171,54,89,61,16
C21orf62,0,0,0,1,0,17
C21orf62-AS1,0,0,0,0,0,0
PAXBP1,221,158,312,5,380,141
RNU4-45P,0,0,0,0,0,0
LOC100420035,0,0,0,0,0,0
LOC105379618,0,0,0,0,0,0
LINC00308,1,0,0,0,0,20
LOC100134423,0,0,0,0,0,0
BTG3-AS1,0,0,0,0,0,0
BTG3,0,0,0,0,0,0
LOC107987418,0,0,0,0,0,0
NEK4P1,0,0,0,0,0,0
LOC107985511,0,0,0,0,0,0
PCMTD2,3,0,98,83,0,2
MYT1,0,0,0,0,0,0
LOC105372727,0,0,0,0,0,0
NPBWR2,0,0,0,0,0,0
OPRL1,0,0,0,0,0,0
LOC105372721,0,0,0,0,0,0
KCNQ2,0,0,0,0,0,0
LOC105372704,0,0,0,0,0,0
TAF4,24,126,141,224,1,107
MIR1257,0,0,0,0,0,0
CDH4,0,0,1,0,0,43
LOC107985440,0,0,0,0,0,0
LOC107987425,0,0,0,0,0,0
LOC124905364,0,0,0,0,0,0
PCAT19,0,0,0,0,0,0
TPM3P5,64,38,44,35,25,28
PLEKHA3P1,27,13,26,2,7,13
LINC01480,0,0,0,0,0,0
LOC110467527,0,0,0,0,0,0
CEACAM21,0,0,0,0,0,0
CEACAMP3,0,0,0,0,0,0
DNAJC19P2,0,0,0,0,0,0
CEACAM4,0,0,0,0,0,0
DNAJC19P3,0,0,0,0,0,0
LOC105372405,0,0,0,0,0,0
CEACAM7,0,0,0,0,0,0
GPI,666,377,808,425,60,36
GARRE1,37,73,45,237,313,15
RPL29P33,0,0,0,0,0,0
LSM14A,18,1,3,82,6,0
ZNF92P2,0,0,0,0,0,0
PCGF7P,46,33,20,46,31,2
MTDHP5,0,0,0,0,0,0
VN1R85P,0,0,0,0,0,0
ZNF676,0,0,0,0,1,0
BNIP3P30,0,0,0,0,0,0
LOC107985324,0,0,0,0,0,0
BNIP3P31,0,0,0,0,0,1
ZNF43,773,714,138,629,1565,349
BRI3BPP1,0,0,0,0,0,0
CCNYL6,0,1,0,0,0,0
ZNF100,0,0,2,0,0,1
VN1R84P,0,0,0,0,0,0
MTDHP4,0,0,0,0,0,0
MTDHP3,0,0,0,0,0,0
LOC400682,0,0,0,0,0,0
ZNF430,2,1,55,0,0,0
LOC112268247,0,0,0,0,0,0
KRT18P40,0,0,0,0,0,0
ZNF85,0,1,0,0,0,0
LOC100418993,0,0,0,0,0,0
LOC100418992,0,0,0,0,0,0
LOC100418991,0,0,0,0,0,0
LOC100418990,0,0,0,0,0,0
LOC100418989,0,0,0,0,0,0
LOC100418988,0,0,0,0,0,0
LOC100418987,0,0,0,0,0,0
LOC100418986,0,0,0,0,0,0
BNIP3P24,0,0,0,0,0,0
ZNF66,0,0,0,0,0,0
VN1R79P,0,0,0,0,0,0
LOC100533638,0,0,0,0,0,0
LOC105372319,1,15,0,0,0,2
SBNO2,16,0,0,0,31,28
MED16,5,358,127,865,0,26
CFD,0,0,0,0,0,0
ELANE,0,0,0,0,0,0
PRTN3,0,0,0,0,0,0
AZU1,0,0,0,0,0,0
CTDP1,288,181,319,207,273,177
CTDP1-DT,0,0,0,0,0,0
LOC124904335,0,0,0,0,0,0
LOC284240,0,0,0,0,0,0
DSEL,0,0,0,0,0,0
LOC100422053,0,0,0,0,0,0
RPLP0P11,0,0,0,0,0,0
SKA1,0,0,0,2,0,1
LOC105372114,0,0,0,0,0,0
RNA5SP458,0,0,0,0,0,0
LOC124904095,0,0,0,0,0,0
TBCD,336,197,351,157,3,79
B3GNTL1,114,0,0,0,0,122
LOC124904094,0,0,0,0,0,0
METRNL,0,0,0,0,0,0
SEPTIN9,227,88,130,43,32,125
LOC107984143,0,0,0,0,0,0
SEPTIN9-DT,0,0,0,0,0,0
LACAT1,1,0,0,0,0,0
MYL6P5,0,0,0,0,0,0
RDM1P4,0,0,0,0,0,0
LOC107984156,0,0,0,0,0,0
LOC100294336,0,0,0,0,0,0
LOC101929775,0,0,0,0,0,0
LOC124905344,0,0,0,1,1,2
LOC124905346,4,3,9,0,0,1
LOC107984142,0,0,0,0,0,0
LOC100996747,0,0,1,0,0,0
LOC100996745,0,0,0,0,0,0
LOC124905343,1,0,0,0,0,0
LOC124905345,0,0,0,0,0,0
LOC124905342,2,0,0,0,0,0
LOC124905347,0,0,0,0,0,0
LOC105371799,0,0,0,0,0,0
RN7SL656P,1,1,0,0,0,2
LRRC37A,0,0,3,0,0,0
LOC100996709,0,1,0,0,0,0
NSFP1,0,0,1,0,0,0
LOC101929774,0,0,0,0,0,5
KRTAP16-1,0,0,0,0,0,0
KRTAP17-1,0,0,0,0,0,0
TBC1D3P7,0,0,0,0,0,0
KRT33A,0,0,0,0,0,0
LOC105371778,0,0,0,0,0,0
KRT33B,0,0,0,0,0,0
KRT34,0,0,0,0,0,0
LOC100653049,0,0,0,0,0,0
KRT31,0,0,0,0,0,0
KRT41P,0,0,0,0,0,0
LOC100505782,0,0,0,0,0,0
KRT37,0,0,0,0,0,0
KRTAP9-3,0,0,0,0,0,0
KRTAP9-8,0,0,0,0,0,0
KRTAP4-12,0,0,0,0,0,0
KRTAP4-11,0,0,0,0,0,0
KRTAP4-9,0,0,0,0,0,0
KRTAP4-16,0,0,0,0,0,0
KRTAP4-8,0,0,0,0,0,0
LOC100996750,0,0,0,0,0,0
KRTAP2-5P,0,0,0,0,0,0
KRTAP2-4,0,0,0,0,0,0
KRTAP2-3,0,0,0,0,0,0
KRTAP2-2,0,0,0,0,0,0
KRTAP2-1,0,0,0,0,0,0
KRTAP1-1,0,0,0,0,0,0
KRTAP1-3,0,0,0,0,0,0
KRTAP1-4,0,0,0,0,0,0
KRTAP1-5,0,0,0,0,0,0
KRTAP3-1,0,0,0,0,0,0
KRTAP3-4P,0,0,0,0,0,0
KRTAP3-2,0,0,0,0,0,0
KRTAP3-3,0,0,0,0,0,0
KRT40,0,0,0,0,0,0
KRT39,0,0,0,0,0,0
LOC107985072,0,0,0,0,0,0
KRT23,0,0,0,0,0,0
KRT20,0,0,0,0,0,0
KRT12,0,0,0,0,0,0
LOC105371777,0,0,0,0,0,0
C17orf98,0,0,0,0,0,0
MIR4727,0,0,0,0,0,0
CWC25,7,2,6,5,27,0
PIP4K2B,0,0,0,0,0,0
RNU6-866P,0,0,0,0,0,0
PSMB3,1,1,1,2,0,0
TRN-GTT2-5,0,0,0,0,0,0
LOC100287808,0,0,0,0,0,0
PCGF2,0,0,0,0,0,0
RNA5SP440,0,0,0,0,0,0
CISD3,0,0,0,0,0,0
MIR4726,0,0,0,0,0,0
LOC105371762,0,0,0,0,0,0
MLLT6,0,0,0,0,0,1
MIR4734,0,0,0,0,0,0
LOC105371763,0,0,0,0,0,0
EPOP,0,0,0,0,0,0
LOC105371761,0,0,0,0,0,0
SRCIN1,0,0,0,0,0,0
LOC101929494,0,0,0,0,0,0
ARHGAP23,0,0,0,0,0,0
SOCS7,91,40,180,23,88,44
GPR179,0,0,0,0,0,0
MRPL45,28,0,1,1,0,0
LOC105371760,0,0,0,0,0,0
NPEPPSP1,0,0,19,0,0,2
TBC1D3,0,0,0,0,0,0
LOC102723933,0,0,0,0,0,0
RNA5SP526,0,0,0,0,0,0
TBC1D3E,0,0,0,0,1,1
LOC102723851,0,0,0,0,0,0
RNU6-489P,0,0,0,0,0,0
YWHAEP7,1,0,1,0,0,0
LOC105371757,0,0,0,0,0,0
LOC105371754,0,0,0,0,0,0
LOC107985009,0,0,0,0,0,0
HNF1B,0,0,0,0,0,0
MIR378J,0,0,0,0,0,0
DDX52,142,207,405,34,1,0
LOC105371755,0,0,0,0,0,0
SYNRG,70,2,109,17,1,0
DUSP14,155,35,38,162,85,0
LOC100419621,0,0,0,0,2,0
TADA2A,517,344,768,724,350,95
C17orf78,0,0,0,0,0,0
SNORA90,0,0,0,0,0,0
RPL18AP12,0,0,0,4,3,2
HMGB1P24,4,1,7,3,0,2
RPS2P49,0,0,0,0,0,0
ACACA,0,0,35,0,2,0
LOC105371753,0,0,0,0,0,0
MIR2909,0,0,0,0,0,0
AATF,0,0,0,0,0,0
LHX1,0,3,2,0,0,16
LHX1-DT,0,0,0,0,0,0
LOC105371750,2,0,0,0,0,0
LOC105379600,0,0,0,0,0,0
LOC105371751,0,0,0,0,0,0
LOC105376836,0,0,0,0,0,0
MRM1,19,0,0,0,0,0
LOC107985031,0,0,0,0,0,0
DHRS11,0,0,0,0,0,0
RPS2P50,0,0,0,0,0,0
GGNBP2,362,122,1314,5,104,1
PIGW,0,0,0,0,0,0
MYO19,0,0,0,0,0,0
RNA5SP439,0,0,0,0,0,0
ZNHIT3,0,0,1,0,0,0
LOC105371749,0,0,0,0,0,0
TBC1D3JP,0,0,0,0,0,0
TBC1D3F,0,0,0,0,0,0
RNU6-1192P,0,0,0,0,0,0
TBC1D3H,0,0,0,0,0,0
LOC100420852,0,0,0,0,0,0
LOC102723414,0,0,0,0,0,0
LOC101060212,0,0,0,0,0,0
LOC102724956,0,0,0,0,0,0
LOC105371747,0,0,0,0,0,0
CCL23,0,0,0,0,0,0
CCL15,0,0,0,0,0,0
CCL15-CCL14,0,0,0,0,0,0
CCL14,0,0,0,0,0,0
CCL16,0,0,0,0,0,0
LYZL6,0,1,0,0,0,0
RDM1,0,0,0,0,0,0
LOC124903988,0,0,0,0,0,0
LOC100133244,0,0,0,0,0,0
LRRC37A9P,0,0,0,0,0,0
LRRC37A8P,0,0,0,0,1,0
CCL5,0,0,0,0,1,0
LOC105371745,0,0,0,0,0,0
LOC107985049,0,0,0,0,0,0
HEATR9,0,0,0,0,0,0
TAF15,0,0,0,0,0,0
MMP28,0,0,0,0,0,0
SERPINF1,290,1,32,1419,3,1
SERPINF2,0,48,0,46,54,0
WDR81,0,0,0,0,0,0
MIR22,0,0,0,0,0,0
MIR22HG,0,0,1,1,0,0
TLCD2,0,0,0,0,1,0
PRPF8,0,0,0,0,0,0
RILP,0,0,0,0,0,0
SCARF1,0,0,0,0,0,0
LOC124904121,0,0,0,0,0,0
RN7SL105P,0,0,0,0,0,0
SLC43A2,1,0,3,0,2,0
CRK,142,31,186,82,21,38
YWHAE,5,2,11,6,3,1
ABR-AS1,0,0,0,0,0,0
MRPL14P1,0,0,0,0,0,0
LOC105371480,0,0,0,0,0,0
LOC101929045,44,1,89,276,0,0
LINC02091,0,0,0,0,0,0
DOC2B,0,0,0,61,0,0
SCGB1C2,0,0,0,0,0,0
LOC101929828,0,0,0,0,0,0
LOC101929823,0,0,0,0,0,0
GTF2IP17,0,0,0,0,0,0
LOC124904108,0,0,0,0,0,0
LOC102723777,0,0,0,0,0,0
LOC101929817,0,0,0,0,0,0
UTP4,4,0,236,95,0,0
RNU6-22P,0,0,0,0,0,0
SNTB2,187,118,55,2,290,4
CES5A,0,0,0,0,0,0
CES1,0,0,0,0,0,0
LOC107987423,0,0,0,0,0,0
LOC441750,0,0,0,0,0,0
LOC100133127,0,0,0,0,0,0
LOC105371105,0,0,0,0,0,0
NPIPA7,0,0,0,0,0,0
MIR6511A3,0,0,0,0,0,0
PKD1P2,0,0,0,0,0,0
MIR6770-2,0,0,0,0,0,0
MIR6511A2,0,0,0,0,0,0
PKD1P1,0,0,0,0,0,0
MIR3180-2,0,0,0,0,0,0
MIR3670-2,0,0,0,0,0,0
MIR3179-2,0,0,0,0,0,0
LOC105371099,5,0,0,0,0,0
NOMO3,0,0,0,0,0,0
LOC105371100,0,0,0,0,0,0
ABCC6,2,106,3,3,0,120
RPL17P40,0,0,0,0,0,0
ABCC1,15,62,75,89,47,19
RPL15P20,0,0,0,0,0,0
LOC107984869,1,0,0,31,0,6
RNU6-213P,0,0,0,0,0,0
CEP20,0,0,0,0,4,0
LOC124903651,0,0,0,0,0,0
LOC124903650,0,0,0,0,0,0
MYH11,0,0,0,7,0,0
NDE1,47,41,14,146,56,137
MIR484,0,0,0,0,0,0
LOC124903649,0,0,0,0,0,0
MIR6506,0,0,0,0,0,0
MARF1,37,44,0,0,0,0
LOC105371102,0,0,0,0,0,0
BMERB1,0,0,0,0,0,0
MPV17L,0,0,0,0,0,0
NPIPA5,0,0,0,0,0,0
LOC105371103,0,0,0,0,0,0
ABCC6P1,2343,5524,2206,3366,3601,3540
ABCC6P2,0,0,0,0,0,0
NOMO1,0,0,8,9,0,0
MIR3179-1,0,0,0,0,0,0
MIR3670-1,0,0,0,0,0,0
MIR3180-1,0,0,0,0,0,0
MIR1972-1,0,0,0,0,0,0
LOC728138,0,0,0,0,0,0
LOC124900586,14,0,29,1,2,1
NPIPA1,0,0,0,0,0,0
LOC124905360,0,0,0,0,0,0
MIR3179-3,0,0,0,0,0,0
MIR3670-3,0,0,0,0,0,0
MIR3180-3,0,0,0,0,0,0
LOC102724992,1,5,0,0,0,0
MIR6511A1,0,0,0,0,0,0
LOC100288162,0,0,0,0,0,0
MIR6770-1,0,0,0,0,0,0
NPIPA2,1,0,0,0,0,0
PKD1,0,0,0,0,4,15
LOC102724984,0,2,10,3,0,0
MIR1972-2,0,0,0,0,0,0
NTAN1,1,57,43,26,0,0
RRN3,51,68,64,254,29,14
LOC100505915,2,0,20,11,13,0
NPIPP1,0,0,0,0,0,0
NPIPA8,0,0,0,0,0,0
MIR6511B2,0,0,0,0,0,0
PKD1P6-NPIPP1,0,0,0,0,0,0
PDXDC1,493,277,384,231,192,342
MIR4516,0,0,0,0,0,0
MIR3180-4,0,0,0,0,0,0
LOC105371096,0,0,0,0,0,0
LOC105371097,0,0,0,0,0,0
LOC100652777,0,0,0,0,0,0
NPIPA3,0,0,0,0,0,0
PLA2G10,0,0,0,0,0,0
RNU7-125P,0,0,0,0,0,0
BFAR,0,0,86,2,0,0
RN7SL274P,0,1,0,0,0,0
LOC107984865,1,0,0,0,0,0
LOC105371094,0,0,0,0,0,0
PARN,0,1,3,1,37,0
CDIP1,1,0,0,0,0,0
LOC124903636,0,0,0,0,0,0
HMOX2,1,0,0,0,0,0
NMRAL1,0,0,0,0,0,0
DNAJA3,0,0,0,0,0,0
LOC124903635,0,0,0,0,0,0
VASN,0,0,0,0,0,0
CORO7,0,0,0,0,0,0
PAM16,0,0,0,0,0,0
CORO7-PAM16,0,0,0,0,0,0
GLIS2-AS1,0,0,0,0,0,0
GLIS2,0,0,0,0,0,0
HS3ST6,0,0,0,0,0,0
LINC02124,0,0,0,0,0,0
LINC00254,0,0,0,0,0,0
CAPN15,53,63,30,1,0,0
LINC00235,0,0,0,0,0,0
LOC107987417,0,0,0,0,0,0
RAB11FIP3,47,43,73,18,3,0
DECR2,0,0,0,0,0,0
CPEB1,41,122,51,113,1,163
RPS17,3,0,4,3,1,0
DNM1P38,0,3,0,0,0,0
GOLGA6L17P,0,0,0,0,0,0
LOC105370926,0,0,0,0,0,0
GOLGA2P10,0,39,17,28,1,0
CSPG4P10,0,0,0,0,0,0
